Unnamed: 0	Role	Utterances	Personality	Emotion
45510	Joey	" Why wouldn t she  He s a wonderful person "" "	[0, 0, 1, 0, 0]	anger
46066	Joey	" I don t know  but one of the extras sure did   Hey  listen Rach  Thanks again for coming down to watch my scenes "" "	[0, 0, 1, 0, 0]	anger
41614	Ross	 Why  What was wrong with her   	[0, 0, 0, 0, 1]	anger
21219	Phoebe	" I wouldn t bring that up  it would probably just bum him out "" "	[1, 0, 0, 0, 0]	joy
26786	Joey	 Yeah  what are ya gonna do   	[0, 0, 1, 0, 0]	anger
26923	Monica	 Okay  so what do you  what do you want to do  Let \x92s do something crazy   	[0, 1, 0, 0, 0]	joy
144	Chandler	" Hey  that s    joincidence  with a  C  "" "	[0, 0, 0, 1, 0]	joy
14850	Rachel	  It \x92s All Relative    	[0, 0, 1, 0, 0]	anger
43493	Monica	 Oh good  I hate it when you do that  	[0, 1, 0, 0, 0]	anger
34325	Joey	 Yeah   I call that London style   	[0, 0, 1, 0, 0]	joy
37795	Rachel	 Oh  make it stop   	[0, 0, 1, 0, 0]	anger
20436	Joey	 You look like a freak   	[0, 0, 1, 0, 0]	surprise
21535	Rachel	" Ohhhh  I cannot look at it  "" "	[0, 0, 1, 0, 0]	anger
9429	Joey	" Uh  y know what  we \x92re having second thoughts about our copying needs  And we \x92ll need a little more time to think about it "" "	[0, 0, 1, 0, 0]	anger
43973	Phoebe	"  Really  That hadn t occurred to me "" "	[1, 0, 0, 0, 0]	joy
27528	Monica	 Wait a minute   My last Kit Kat bar   	[0, 1, 0, 0, 0]	joy
7957	Rachel	 Wait  what am I gonna do   	[0, 0, 1, 0, 0]	joy
34628	Joey	 Well  I sorta am  I mean yeah  I \x92m dating this girl who \x92s also seeing another guy  But  I don \x92t know  I \x92m not to worried about it   	[0, 0, 1, 0, 0]	joy
2983	Rachel	 Okaaay   Any of you guys want anything else   	[0, 0, 1, 0, 0]	anger
24081	Monica	 What are you talking about  If you get married in Vegas you \x92re married everywhere   	[0, 1, 0, 0, 0]	anger
39788	Rachel	 Oh my God  And that works    	[0, 0, 1, 0, 0]	joy
9531	Rachel	 But I told you  I didn \x92t have the time   	[0, 0, 1, 0, 0]	joy
8331	Ross	 I don \x92t have too  I can just look at you   	[0, 0, 0, 0, 1]	joy
38613	Phoebe	 So I guess this is it   	[1, 0, 0, 0, 0]	anger
30328	Chandler	  Take whatever you want  just please don \x92t hurt me   	[0, 0, 0, 1, 0]	fear
28817	Joey	" That s how they do pants    Ross  will you tell him  Isn t that how they measure pants "" "	[0, 0, 1, 0, 0]	joy
11753	Phoebe	 Hey Mon umm  if you do get married  can I bring two guests   	[1, 0, 0, 0, 0]	anger
30083	Monica	 That \x92s right   	[0, 1, 0, 0, 0]	joy
6620	Rachel	 Honey  you got a little thing on your     	[0, 0, 1, 0, 0]	anger
1263	Rachel	 Well Joey  uhm look  I know that she\xe2\x80\x99s difficult  but I think    it\xe2\x80\x99s really good that she\xe2\x80\x99s here   	[0, 0, 1, 0, 0]	anger
43836	Joey	" Monica  you have to do some damage control here  okay      Cause he s feeling like    "" "	[0, 0, 1, 0, 0]	anger
24294	Rachel	 Okay  umm  I \x92m gonna get my sweater    	[0, 0, 1, 0, 0]	joy
24945	Joey	 Thank you  but it would take me forever to pay you that money back and I don \x92t want that hanging over my head  Okay  Besides  as soon as my insurance kicks in I can get all the free operations I want  Yeah  I \x92m thinking I \x92ll probably start with that laser eye surgery too   	[0, 0, 1, 0, 0]	joy
44451	Chandler	" Well  that s like money in your pocket    Alright look  you want me to say it  This sucks  Being here sucks  This work sucks "" "	[0, 0, 0, 1, 0]	anger
5682	Ross	 Oh  hey  hey  I got that   	[0, 0, 0, 0, 1]	joy
2195	Chandler	 What do we do   	[0, 0, 0, 1, 0]	anger
45593	Joey	" He s the same "" "	[0, 0, 1, 0, 0]	anger
1116	Joey	 What is wrong with me  It looked more delicious when it    was a penis    	[0, 0, 1, 0, 0]	sadness
31932	Phoebe	 Didn \x92t you sleep together   	[1, 0, 0, 0, 0]	joy
36473	Ross	 Know what \x97If somebody doesn \x92t tell me what \x92s going on right now \x85  	[0, 0, 0, 0, 1]	joy
27755	Joey	 But you got to be with both of them  right   	[0, 0, 1, 0, 0]	anger
174	Phoebe	" Uhm    You know  once we re in the air and the captain   turns off the seatbelt sign    you feel free to roam about my cabin   "" "	[1, 0, 0, 0, 0]	joy
19777	Rachel	 Then  you will definitely get him back   	[0, 0, 1, 0, 0]	surprise
1626	Ross	" Yeah  I m a friend of Rachel Green s  Uhm  actually we met at the Christmas    party about two years ago "" "	[0, 0, 0, 0, 1]	joy
29285	Ross	  Why   Are there like bears or something    Ohh  Oh  protection  Yeah no  yeah no  that that that I forgot   	[0, 0, 0, 0, 1]	joy
41626	Ross	 Do you feel better   	[0, 0, 0, 0, 1]	joy
11482	Monica	 Joey  you had the night    	[0, 1, 0, 0, 0]	anger
6072	Monica	" I don t know what else to say "" "	[0, 1, 0, 0, 0]	anger
46070	Joey	 Well  at the Christmas party him and Santa did some definitely gay stuff   	[0, 0, 1, 0, 0]	joy
18091	Ross	 I get it  Well  that \x92s that   	[0, 0, 0, 0, 1]	anger
35418	Monica	 007 gets all the ladies   	[0, 1, 0, 0, 0]	joy
33506	Rachel	 The logic is  that there are two of us and we are both strong enough to break a chair in half   	[0, 0, 1, 0, 0]	anger
20760	Chandler	" Well  I I just didn t think it was funny sir "" "	[0, 0, 0, 1, 0]	joy
15474	Monica	  When you get a sec  another round of daiquiris   	[0, 1, 0, 0, 0]	anger
20508	Joey	" I m not listening to you "" "	[0, 0, 1, 0, 0]	anger
33260	Monica	 That really was some of your best work   	[0, 1, 0, 0, 0]	sadness
31842	Chandler	 Y \x92know what  It \x92s gonna be okay  Y \x92know what  She \x92s probably not gonna even want to come   	[0, 0, 0, 1, 0]	joy
22447	Monica	" It s no big deal  I do it all the time "" "	[0, 1, 0, 0, 0]	anger
11242	Joey	 Okay  good  good  good   \x91cause  good   \x91cause I was kinda having second thoughts too    	[0, 0, 1, 0, 0]	joy
21366	Rachel	 She is so cute  You could fit her right in your little pocket   	[0, 0, 1, 0, 0]	anger
42469	Joey	  Now let \x92s not get carried away    	[0, 0, 1, 0, 0]	joy
29576	Chandler	 No  did he hug you    	[0, 0, 0, 1, 0]	anger
42141	Joey	 Okay  And uh  are you married   	[0, 0, 1, 0, 0]	anger
23803	Rachel	 Yes  I did  Thank you very much  it was excellent    	[0, 0, 1, 0, 0]	surprise
18330	Rachel	" Okay  Uhh  Ross  y know what  there s something that I that I have to talk to you about and everybody s saying that I shouldn t tell you  but I think they re wrong  I mean  and you know how people can be wrong "" "	[0, 0, 1, 0, 0]	anger
14791	Phoebe	 Oh  I knew it  I knew it  I felt really thick this morning   	[1, 0, 0, 0, 0]	anger
6992	Phoebe	" So far  it kinda blows  I don \x92t know  I just thought y know that he \x92d feel more like a brother y know  like you and Ross  just like close and connected and    "" "	[1, 0, 0, 0, 0]	joy
18969	Joey	 Oh  so your weekend was a total bust   	[0, 0, 1, 0, 0]	joy
27477	Phoebe	 I don \x92t know  You could tie her up  she could tie you up  you could eat stuff off each other \x85  	[1, 0, 0, 0, 0]	anger
46638	Chandler	 Oh  well    Maybe we could      	[0, 0, 0, 1, 0]	anger
1914	Rachel	  Oh  well you know who I love the most   	[0, 0, 1, 0, 0]	joy
7822	Rachel	 I \x92ll get the hat   	[0, 0, 1, 0, 0]	anger
35447	Monica	 You just carry that around   	[0, 1, 0, 0, 0]	joy
8832	Ross	" What s going on    That s what s going on   "" "	[0, 0, 0, 0, 1]	anger
10101	Phoebe	 Yeah  what town are we near   	[1, 0, 0, 0, 0]	anger
2248	Monica	" I think it s romantic "" "	[0, 1, 0, 0, 0]	anger
34673	Ross	 That \x92s right   	[0, 0, 0, 0, 1]	joy
2991	Rachel	 Okay  okay  could we change the subject  please   	[0, 0, 1, 0, 0]	anger
21681	Joey	" Well  okay  You were my girlfriend and we were doing the crossword puzzle  Y know like you guys were doing last night  So  that s it  I m in love with Monica and I ll be moving out "" "	[0, 0, 1, 0, 0]	anger
45032	Joey	" Well  okay  I ll   I ll just call her and tell her the date s cancelled        and find him somebody else "" "	[0, 0, 1, 0, 0]	joy
21775	Rachel	 I know  me neither  I mean  you had a sketch   	[0, 0, 1, 0, 0]	anger
2631	Ross	" Uh  I haven t "" "	[0, 0, 0, 0, 1]	anger
848	Ross	 Really  Did you count Mississipily   	[0, 0, 0, 0, 1]	joy
6821	Phoebe	  Oh  you caught me  I am so busted   	[1, 0, 0, 0, 0]	joy
16621	Rachel	 Yeah  my mom got my dad \x92s season tickets in the divorce  so she just gave them to me   	[0, 0, 1, 0, 0]	joy
12028	Phoebe	 No  No  Look at that   It \x92s a line of ants  They \x92re working as a team   	[1, 0, 0, 0, 0]	joy
14051	Phoebe	 Wow  Okay  dude alert  And who is this guy   	[1, 0, 0, 0, 0]	anger
17965	Chandler	 Yes  we do  But  we have to change first   	[0, 0, 0, 1, 0]	joy
44952	Joey	" Hey  it s great having you back  You know  stay as long as you want        and when does she stop crying all night "" "	[0, 0, 1, 0, 0]	anger
26880	Phoebe	 Seriously  I don \x92t Rachel \x92s gonna think it \x92s a good idea   	[1, 0, 0, 0, 0]	anger
6842	Ross	" Look  G  I  Joe s in  Barbi s out  And if you guys can t deal with it  that s your  too bad  "" "	[0, 0, 0, 0, 1]	joy
2996	Chandler	 Okaaay   rock  hard place  me   	[0, 0, 0, 1, 0]	anger
25846	Monica	 Whoa whoa whoa  Where \x92re you goin \x92   	[0, 1, 0, 0, 0]	joy
1200	Joey	  Oh hoh  Ha hah  See   	[0, 0, 1, 0, 0]	love
28401	Ross	 I don \x92t know Rachel  why   	[0, 0, 0, 0, 1]	anger
19024	Chandler	 Yes that would have made more sense   	[0, 0, 0, 1, 0]	joy
741	Monica	"  Hey  Where s Joey  "" "	[0, 1, 0, 0, 0]	joy
38910	Rachel	  Forgot my purse   Oh  you guys made up   He \x92s a good kisser isn \x92t he   I \x92m going    	[0, 0, 1, 0, 0]	anger
23753	Phoebe	" So go fix it  Go find Chandler  He s probably up in your room  Tell him that you re sorry and that you love him "" "	[1, 0, 0, 0, 0]	joy
41060	Rachel	 This is Chandler    	[0, 0, 1, 0, 0]	joy
47137	Chandler	"  Thank God  because I don t wanna do this either  You know  I was just doing because I thought that was what you wanted to do  You know  I m the husband  I m supposed to    bring the sperm "" "	[0, 0, 0, 1, 0]	joy
32066	Rachel	" Oh  right  Sorry  But Tag s not coming  his girlfriend came into town  so he s spending Thanksgiving with her  "" "	[0, 0, 1, 0, 0]	joy
1125	Joey	 Her first cookie  She has cookies all the time   	[0, 0, 1, 0, 0]	joy
1986	Ross	"  I m calling Mom "" "	[0, 0, 0, 0, 1]	anger
22230	Chandler	 Yes you did  You look happy and sick  you smoked   	[0, 0, 0, 1, 0]	anger
12671	Monica	 Why can \x92t you use the phone in here   	[0, 1, 0, 0, 0]	joy
18468	Phoebe	"  Uh huh  me too  Ross  maybe I should ve specified that I d be needing a grown up doctor  "" "	[1, 0, 0, 0, 0]	joy
9253	Monica	 Wow  she must have hurt you pretty bad  huh   	[0, 1, 0, 0, 0]	joy
26112	Rachel	 Chandler  that \x92s not enough  I mean what if she gets you a great present  two medium presents  and a bunch of little presents  And you \x92ve just gotten her one great present  I mean that \x92s just gonna make her feel bad  Why would you do that to her Chandler  Why  Why   	[0, 0, 1, 0, 0]	joy
9336	Monica	 Sounds like she \x92s got the ah  whole package   	[0, 1, 0, 0, 0]	anger
16493	Rachel	 Oh  yeah  well \x85 Yeah  no use wasting this baby  just lyin \x92 around the house    	[0, 0, 1, 0, 0]	joy
25349	Chandler	 He \x92s at a dinner party   	[0, 0, 0, 1, 0]	anger
34828	Joey	 You practice losing the Grammies too   	[0, 0, 1, 0, 0]	anger
25701	Rachel	 Hey Phoebe  can I talk to you for a second   	[0, 0, 1, 0, 0]	anger
18655	Phoebe	" All I got was a lousy key chain  And by that time I was living in a box  I didn t have keys "" "	[1, 0, 0, 0, 0]	anger
25340	Chandler	 Oh nope  I I have plans with Joey   	[0, 0, 0, 1, 0]	joy
34859	Rachel	 I didn \x92t  I got under him   	[0, 0, 1, 0, 0]	joy
4944	Monica	" No  of course not  It s not even an issue  Cause I told him I was 22 "" "	[0, 1, 0, 0, 0]	anger
1991	Joey	 Yes  I am  As of today  I am officially Joey Tribbiani  actor slash model   	[0, 0, 1, 0, 0]	anger
23025	Rachel	 Well  I was gonna let you play with it   	[0, 0, 1, 0, 0]	joy
9859	Rachel	 You think you \x92re gonna get out of this on a technicality   	[0, 0, 1, 0, 0]	anger
28746	Monica	"   I m outa here  "" "	[0, 1, 0, 0, 0]	joy
30584	Rachel	  You found my book    	[0, 0, 1, 0, 0]	joy
8229	Phoebe	 Okay   Yikes  That one doesn \x92t look very fulfilled   	[1, 0, 0, 0, 0]	anger
5313	Ross	 Look  Carol never threw me out of a room before you came along   	[0, 0, 0, 0, 1]	anger
24019	Chandler	  Here just \x85take this    	[0, 0, 0, 1, 0]	anger
82	Rachel	"    I really don t    "" "	[0, 0, 1, 0, 0]	joy
16517	Rachel	 No  it \x92s all right  I got nice boobs    	[0, 0, 1, 0, 0]	joy
13163	Joey	 Come on man  just just let the girls stay  I \x92ll do whatever you want   	[0, 0, 1, 0, 0]	joy
3544	Joey	 Hey Chandler  while you were sleeping that guy from your old job called again   	[0, 0, 1, 0, 0]	anger
37163	Rachel	 Oh God \x85 Oh  he \x92s in there right now   	[0, 0, 1, 0, 0]	joy
31190	Rachel	 Well wait a minute  what happened to Days of Our Lives   	[0, 0, 1, 0, 0]	anger
26181	Monica	 Ross  we haven \x92t done the routine since middle school   	[0, 1, 0, 0, 0]	joy
14313	Monica	 Ohh  everybody at the restaurant still hates me   	[0, 1, 0, 0, 0]	sadness
3259	Rachel	 Pheebes  this woman is voluntarily bald   	[0, 0, 1, 0, 0]	joy
2508	Ross	 Anyone want me to appraise anything   	[0, 0, 0, 0, 1]	anger
14016	Rachel	 Oh  he sees her   	[0, 0, 1, 0, 0]	joy
11918	Phoebe	 Great  Okay  good for you    	[1, 0, 0, 0, 0]	anger
22438	Ross	" You couldn t let me have her  could ya  "" "	[0, 0, 0, 0, 1]	anger
1705	Joey	 I promise  And that means  never having to give a reason    	[0, 0, 1, 0, 0]	anger
20004	Ross	" I m fine  I saw a psychiatrist at work today "" "	[0, 0, 0, 0, 1]	joy
35215	Rachel	 Yeah  we wanted to throw you a big surprise and a great shower  and now you don \x92t have either   	[0, 0, 1, 0, 0]	anger
26760	Monica	 All right  I \x92ve heard enough  I \x92ve made my decision   	[0, 1, 0, 0, 0]	anger
3618	Joey	  So  er    how did it go with Celia   	[0, 0, 1, 0, 0]	joy
2083	Chandler	 Where are you going   	[0, 0, 0, 1, 0]	joy
38430	Phoebe	 No  Wait  I was just saying that so you \x92d think I was a good person  Fight for me   	[1, 0, 0, 0, 0]	anger
29609	Joey	 No  He blew us off   	[0, 0, 1, 0, 0]	anger
32192	Rachel	 Because  uh \x97it has to    	[0, 0, 1, 0, 0]	anger
43980	Rachel	 Yeah  totally  You are in such good hands  And I\ m    so good with meeting parents  With the father  you know  you want to flirt a    little bit  but not in a gross way  Just kind of like 	[0, 0, 1, 0, 0]	anger
20347	Ross	 Oh well  since I have that whole history with Rachel  I guess Phoebe   	[0, 0, 0, 0, 1]	joy
2066	Chandler	 Oh my God   	[0, 0, 0, 1, 0]	anger
1060	Phoebe	" Ok  it s too hard  I can t teach you "" "	[1, 0, 0, 0, 0]	joy
29230	Monica	 Oh  I love museums   	[0, 1, 0, 0, 0]	joy
24335	Rachel	 What was that    	[0, 0, 1, 0, 0]	anger
33493	Joey	 Well  it looks like it wasn \x92t heeled after all  Yeah  So  I guess this chair is mine now    	[0, 0, 1, 0, 0]	anger
38242	Rachel	 Hi  Y \x92know what honey  we \x92re actually out of candy right now  But someone just went out to get some and I have been giving out money but I \x92m out of that too  Hey  can I write you a check   	[0, 0, 1, 0, 0]	anger
152	Monica	  Oh God  oh God  I am sorry    I am so sorry     	[0, 1, 0, 0, 0]	joy
10825	Rachel	  O o o okay  how did it go  Tell me everything   	[0, 0, 1, 0, 0]	anger
9089	Phoebe	 Hey  Ooh  Don \x92t sit down    	[1, 0, 0, 0, 0]	anger
28786	Chandler	   I pity the fool who puts on my jewelry  I do  I do  I pity the fool that       Hi   	[0, 0, 0, 1, 0]	anger
30226	Joey	 To her parent \x92s I think and she said you shouldn \x92t call her  But if I were you I would   	[0, 0, 1, 0, 0]	anger
33780	Chandler	 Okay  here we go   	[0, 0, 0, 1, 0]	anger
33952	Rachel	 And do you remember going into my purse and stealing the phone    	[0, 0, 1, 0, 0]	surprise
2308	Chandler	" That s so weird  I had such a blast with him the other night "" "	[0, 0, 0, 1, 0]	joy
44466	Phoebe	 No no  we do it every year   	[1, 0, 0, 0, 0]	anger
18191	Phoebe	 London is stupid  Stupid   	[1, 0, 0, 0, 0]	anger
26038	Monica	 Having a perfectly decorated tree is not what Christmas is about  It \x92s about being with the people that you love   	[0, 1, 0, 0, 0]	surprise
36228	Ross	 Yes  No no  I know  I know what the list is  Mom  Look if you see Chandler  could you just let him know I \x92m looking for him   	[0, 0, 0, 0, 1]	anger
7577	Ross	 Dr  Green  How are you    	[0, 0, 0, 0, 1]	anger
42536	Ross	  I am a doctor  Y \x92know what  I \x92m just gonna go and talk to Rachel myself   	[0, 0, 0, 0, 1]	anger
39378	Rachel	 Oh Joey this is crazy   	[0, 0, 1, 0, 0]	anger
30638	Phoebe	 Look  why don \x92t you just pay for it yourself   	[1, 0, 0, 0, 0]	joy
1385	Monica	" Yeah  yeah  it s interesting   but y know what  Just for fun  let s see what it looked like in the old spot   Alright  just to compare  Let s see  Well  it looks good there too  Let s just leave it there for a while "" "	[0, 1, 0, 0, 0]	anger
12461	Chandler	 We \x92ve got to do something   	[0, 0, 0, 1, 0]	anger
2873	Joey	" Who cares  we ll eat at the sink  Come on  let s play "" "	[0, 0, 1, 0, 0]	anger
34362	Monica	 Do you wanna do it at the same time   	[0, 1, 0, 0, 0]	joy
37750	Rachel	 Okay  get ready to see some beggin \x92   	[0, 0, 1, 0, 0]	anger
8125	Joey	  Thirty seconds left on the timer   	[0, 0, 1, 0, 0]	anger
26050	Monica	 Aw  I \x92m sorry sweetie that she doesn \x92t feel the same way   	[0, 1, 0, 0, 0]	anger
25934	Rachel	" Joey  Come on  I don \x92t wanna make any mistakes  alright  This is the only dessert and if I screw it up everybody s gonna be like  \x93Oh  remember that Thanksgiving when Rachel screwed up the trifle  \x94"" "	[0, 0, 1, 0, 0]	joy
41876	Monica	 Hello   Uh huh   Uh huh   Okay   I guess we can bet one more time   	[0, 1, 0, 0, 0]	anger
13010	Chandler	 You don \x92t have it   	[0, 0, 0, 1, 0]	anger
8133	Chandler	 Hey hey hey Rachel  funny thing  Actually  the ah  end zone starts at that pole  so you \x92re five feet short  so we win   	[0, 0, 0, 1, 0]	anger
45008	Monica	" You want a job  Turn off ""Oprah "" and send out a resume   "	[0, 1, 0, 0, 0]	anger
20051	Ross	 This is not good for my rage    	[0, 0, 0, 0, 1]	joy
22085	Phoebe	 Okay  great so do you want to do it together   	[1, 0, 0, 0, 0]	anger
35600	Monica	 Chicken  I could eat some chicken   	[0, 1, 0, 0, 0]	joy
40141	Ross	 Yeah  Not to you  because you know this stuff  I don \x92t know any of it and I \x92m the father  I wish I \x92d be more involved y \x92know   	[0, 0, 0, 0, 1]	anger
15282	Monica	  Hey umm  what \x92s this   	[0, 1, 0, 0, 0]	joy
43573	Ross	 Y \x92know this     is incredible   	[0, 0, 0, 0, 1]	joy
11547	Phoebe	 Yeah  But I also believed her  when she said I was next   	[1, 0, 0, 0, 0]	anger
1640	Ross	 Oh  nothing  it\xe2\x80\x99s just  it\xe2\x80\x99s close to Ron  Does he   Does    little Ross like dinosaurs by any chance    	[0, 0, 0, 0, 1]	anger
25049	Ross	 Rach  come on  if you think about it  it \x92s actually kinda funny   Okay  maybe it \x92s best not to think about it   	[0, 0, 0, 0, 1]	joy
1009	Monica	" Oh  that s nice  "" "	[0, 1, 0, 0, 0]	joy
16577	Rachel	 Stop it  I will kill you  I hate the fact that my room is so small   	[0, 0, 1, 0, 0]	anger
777	Monica	" I ll meet somone else  There ll be other Alans  "" "	[0, 1, 0, 0, 0]	joy
8421	Rachel	 Oh  I wanna quit  but then I think I should stick it out  then I think why would such a person stay in such a demeaning job  just because it \x92s remotely related to the field they \x92re interested in   	[0, 0, 1, 0, 0]	joy
36993	Chandler	  Hi  We \x92re checking out of the bridal suite   	[0, 0, 0, 1, 0]	joy
31429	Rachel	 Y \x92know  all the women   	[0, 0, 1, 0, 0]	anger
22381	Phoebe	 This is so cool   	[1, 0, 0, 0, 0]	anger
32177	Joey	" Fine  Take their advice  No one ever listens to me  When the package is this pretty  no one cares what s inside  "" "	[0, 0, 1, 0, 0]	joy
7170	Phoebe	 Why  nobody good   	[1, 0, 0, 0, 0]	joy
45927	Monica	 Oh  play them   	[0, 1, 0, 0, 0]	anger
990	Ross	"  Hello   Oh no  What happened   Ok ok  where are you    Ok  I ll be right    there  "" "	[0, 0, 0, 0, 1]	anger
22313	Ross	" Listen man  uh  I m sorry the audition didn t go so well "" "	[0, 0, 0, 0, 1]	anger
32325	Joey	 I do  There \x92s uh  let \x92s see  Guy With a Mustache  Smokes A Lot Lady  Some Kids I \x92ve Seen  and A Red haired Guy Who Does Not Like To Be Called Rusty   	[0, 0, 1, 0, 0]	joy
15826	Phoebe	 Yes  Yes  Yes  I can \x92t believe it  The baby wants bologna  Maybe he wants me to eat meat  I can \x92t eat meat   	[1, 0, 0, 0, 0]	anger
9511	Ross	  Okay  that \x92s a fire  Oh yeah  Oh yeah   	[0, 0, 0, 0, 1]	anger
44439	Chandler	 Did I not mention that   	[0, 0, 0, 1, 0]	joy
26404	Chandler	 That \x92s funny  I saw no phlegm   	[0, 0, 0, 1, 0]	anger
3928	Rachel	  \xa1Mira  mira  el viejo desnudo est\xc3\xa1 haciendo el hula hoop    	[0, 0, 1, 0, 0]	anger
46296	Ross	" Yeah  it does sound interesting  I mean  to listen to a woman complain for two hours  I don t think it gets bett    "" "	[0, 0, 0, 0, 1]	anger
16188	Rachel	 I \x92m going to find out if he really thinks supermodels are too skinny   Hey  Pheebs   	[0, 0, 1, 0, 0]	anger
43903	Ross	" No  Hey  you know what  I m sorry  I would never force    you    to hire someone you were this uncomfortable with   "" "	[0, 0, 0, 0, 1]	anger
40335	Chandler	 What do we do   	[0, 0, 0, 1, 0]	anger
46199	Rachel	" Ah  Well it was Joey reading Drake s lines in the dream   "" "	[0, 0, 1, 0, 0]	joy
43018	Ross	 Well  what was it   	[0, 0, 0, 0, 1]	anger
47273	Monica	 Ok  When I go places with high humidity  it gets a little extra body  ok    	[0, 1, 0, 0, 0]	joy
16649	Joey	 We don \x92t make enough fun of you already   	[0, 0, 1, 0, 0]	joy
28239	Ross	 Well  not really  I mean technically it \x92s it \x92s not against the rules or anything  but it is frowned upon  Especially by that professor we ran into last night  Judgey von Holierthanthou   	[0, 0, 0, 0, 1]	anger
43206	Phoebe	 Okay  bye bye   Good   trip    	[1, 0, 0, 0, 0]	anger
7688	Rachel	 I cannot push it in   	[0, 0, 1, 0, 0]	anger
18491	Rachel	 Yes  Yes  Yes  I do  I do know  Frank and Alice are gonna want to keep all of their children   	[0, 0, 1, 0, 0]	sadness
76	Rachel	" There s no room under the bed  "" "	[0, 0, 1, 0, 0]	joy
39993	Monica	 No  That \x92s where we keep the canned goods  Have you completely forgotten everything you learned at orientation   	[0, 1, 0, 0, 0]	joy
30770	Joey	 Great  I \x92m finally getting into this sailing stuff   	[0, 0, 1, 0, 0]	anger
42381	Phoebe	 I \x92m sorry  for the last time  why aren \x92t you two together again   No  I know  I know  because you \x92re not in that place  Which would be fine  except you totally are   	[1, 0, 0, 0, 0]	joy
1242	Phoebe	 Come on  You can drink a gallon of milk in 10 seconds   	[1, 0, 0, 0, 0]	anger
6277	Ross	" Oh  she didn t think it would be that big of deal "" "	[0, 0, 0, 0, 1]	joy
2290	Phoebe	 Hey  What do you have there   	[1, 0, 0, 0, 0]	joy
8685	Rachel	" Oh honey  thank you  but Mark s taking me out  "" "	[0, 0, 1, 0, 0]	anger
16660	Chandler	 So what are you going to do   	[0, 0, 0, 1, 0]	joy
31603	Joey	 Yeah  Yep  Yeah  All right  well uh  I \x92d better go   	[0, 0, 1, 0, 0]	joy
44176	Chandler	 What is the point of having them if we never use   them   	[0, 0, 0, 1, 0]	joy
34377	Chandler	 They \x92re in my bag over there    	[0, 0, 0, 1, 0]	joy
10688	Phoebe	 Oh  okay  There should be Gold Man   	[1, 0, 0, 0, 0]	anger
24671	Chandler	 Okay  I get it  So  I get nothing  Nothing here is mine  Everything here is yours  I \x92ll get up in the morning put on your clothes  and head off to work   	[0, 0, 0, 1, 0]	joy
21756	Ross	" Y know what  Just just follow my lead  "" "	[0, 0, 0, 0, 1]	anger
41898	Rachel	  Whoa whoa whoa whoa  I \x92m sorry  semi private  We   we asked for a private room   	[0, 0, 1, 0, 0]	anger
2226	Chandler	" Y know  I was hoping for a little more enthusiasm  "" "	[0, 0, 0, 1, 0]	joy
39309	Chandler	 You said that you paid all that money because those boots go with skirts  dresses  and pants   	[0, 0, 0, 1, 0]	joy
25529	Ross	 I \x92m sorry you lost your money  but I won it fair and square   	[0, 0, 0, 0, 1]	anger
4981	Joey	 Services   Oh  services   	[0, 0, 1, 0, 0]	joy
26821	Ross	 Y \x92know what  I \x92m good  I \x92m good   	[0, 0, 0, 0, 1]	joy
46800	Phoebe	" Because I was ashamed ok  I sold out for the cash  And then    they give me benefits like medical  and dental  and a 401K  But you know       you pay a price  Now I m this Corporate stooge and punching a clock and Ugh     paying taxes "" "	[1, 0, 0, 0, 0]	anger
2475	Monica	 Oh  okay  Alright  it s flight 421  Leaves at 8 	[0, 1, 0, 0, 0]	joy
17273	Ross	" But we haven t seen each other since then  Well I land in China  guess who s in charge of the dig  "" "	[0, 0, 0, 0, 1]	joy
45620	Monica	" I ve been pretty good "" "	[0, 1, 0, 0, 0]	joy
7342	Ross	 Well  now I do    	[0, 0, 0, 0, 1]	anger
38474	Monica	  I love her   	[0, 1, 0, 0, 0]	joy
18150	Monica	 Wait  what that place  that pub he took us too   	[0, 1, 0, 0, 0]	anger
14367	Phoebe	  You work with robots    	[1, 0, 0, 0, 0]	joy
23861	Monica	 Not any more   	[0, 1, 0, 0, 0]	anger
38508	Ross	 Yeah  we \x92re done   	[0, 0, 0, 0, 1]	anger
16531	Ross	 It does not   	[0, 0, 0, 0, 1]	anger
5949	Ross	  So  uh  Jules tells me you guys are going shopping tomorrow   	[0, 0, 0, 0, 1]	joy
21	Phoebe	" Oh  I m not gonna do this  okay  I m not gonna eavesdrop   on my friend "" "	[1, 0, 0, 0, 0]	joy
164	Joey	" Right    Thanks    It s June    I m outta here  "" "	[0, 0, 1, 0, 0]	joy
17404	Rachel	 All right fine  You \x92re not invited to the party we \x92re gonna have either   	[0, 0, 1, 0, 0]	anger
1516	Monica	  Pants and a sweater  Why  mom  Who am I gonna meet in a blackout  Power company guys  Eligible looters  Could we talk about this later  OK    	[0, 1, 0, 0, 0]	anger
17870	Ross	 Take thee  Rachel    Emily   Emily   	[0, 0, 0, 0, 1]	anger
47250	Joey	 Oh    you got yourself a very weird deal   	[0, 0, 1, 0, 0]	joy
28277	Monica	  Oh ho  But not in here  Can \x92t eat  \x91em in bed  remember  No crumbies   	[0, 1, 0, 0, 0]	joy
1080	Chandler	" I m sorry  is this a game for Emma or for Monica "" "	[0, 0, 0, 1, 0]	surprise
19143	Rachel	" Okay  y know what  I ll I ll have toast "" "	[0, 0, 1, 0, 0]	joy
